tokenizer_id,run_id,best_val_loss,best_bpc_corrected,best_step,final_step,stop_reason,training_time_sec,training_time_h,peak_vram_gb,tokens_per_sec,total_params,metrics_path,summary_path,generation_path
bpe_32k,night1_bpe_32k,4.403984,1.7038973168698615,12500,14499,early_stopping,12100.182131767273,3.361161703268687,2.825805187225342,39296.98202910546,37100032,results/logs/exp01_full/night1_bpe_32k/bpe_32k_metrics.csv,results/logs/exp01_full/night1_bpe_32k/bpe_32k_summary.json,results/logs/exp01_full/night1_bpe_32k/bpe_32k_generation.md
bpe_16k,night1_bpe_16k,4.072959,1.7297879931523537,16500,18204,early_stopping,352.57030153274536,0.09793619487020705,3.5490169525146484,46864.54136793882,28908032,results/logs/exp01_full/night1_bpe_16k/bpe_16k_metrics.csv,results/logs/exp01_full/night1_bpe_16k/bpe_16k_summary.json,results/logs/exp01_full/night1_bpe_16k/bpe_16k_generation.md
morph_bpe_16k,night2_morph_bpe_16k,3.476209,1.7595260874029117,10500,12499,early_stopping,8134.501241445541,2.2595836781793173,1.9560542106628418,50297.98985918873,28908032,results/logs/exp01_full/night2_morph_bpe_16k/morph_bpe_16k_metrics.csv,results/logs/exp01_full/night2_morph_bpe_16k/morph_bpe_16k_summary.json,results/logs/exp01_full/night2_morph_bpe_16k/morph_bpe_16k_generation.md
bpe_8k,night2_bpe_8k,3.841254,1.8249840675801479,10500,12499,early_stopping,7737.875994443893,2.1494099984566373,2.6110377311706543,52841.54455236419,24812032,results/logs/exp01_full/night2_bpe_8k/bpe_8k_metrics.csv,results/logs/exp01_full/night2_bpe_8k/bpe_8k_summary.json,results/logs/exp01_full/night2_bpe_8k/bpe_8k_generation.md
morph_bpe_8k,day1_local_morph8k,3.322887,1.8298508197586316,13000,14999,early_stopping,9419.516506433487,2.616532362898191,2.6403346061706543,51584.40513300887,24812032,results/logs/exp01_full/day1_local_morph8k/morph_bpe_8k_metrics.csv,results/logs/exp01_full/day1_local_morph8k/morph_bpe_8k_summary.json,results/logs/exp01_full/day1_local_morph8k/morph_bpe_8k_generation.md
char,night2_char,1.215111,2.114531387616665,5500,7499,early_stopping,3507.6335151195526,0.9743426430887646,0.7445688247680664,70864.77665022004,20812288,results/logs/exp01_full/night2_char/char_metrics.csv,results/logs/exp01_full/night2_char/char_summary.json,results/logs/exp01_full/night2_char/char_generation.md
