run_dir,tokenizer_id,best_val_loss,best_bpc_corrected,best_step,final_step,stopped,elapsed_sec,elapsed_h,peak_vram_gb,avg_tokens_per_sec,final_tokens_per_sec,metrics_path,summary_path,generation_path
night1_bpe_32k,bpe_32k,4.403984,1.7038973168698615,12500,14499,early_stopping,12100.182131767273,3.361161703268687,2.825805187225342,39266.84696361713,39287.93,results/logs/exp01_full/night1_bpe_32k/bpe_32k_metrics.csv,results/logs/exp01_full/night1_bpe_32k/bpe_32k_summary.json,results/logs/exp01_full/night1_bpe_32k/bpe_32k_generation.md
night1_bpe_16k,bpe_16k,4.072959,1.7297879931523537,16500,18204,early_stopping,352.57030153274536,0.09793619487020705,3.5490169525146484,46470.164755151156,47899.08,results/logs/exp01_full/night1_bpe_16k/bpe_16k_metrics.csv,results/logs/exp01_full/night1_bpe_16k/bpe_16k_summary.json,results/logs/exp01_full/night1_bpe_16k/bpe_16k_generation.md
day1_local_morph8k,morph_bpe_8k,3.322887,1.8298508197586316,13000,14999,early_stopping,9419.516506433487,2.616532362898191,2.6403346061706543,52181.02220685044,52232.68,results/logs/exp01_full/day1_local_morph8k/morph_bpe_8k_metrics.csv,results/logs/exp01_full/day1_local_morph8k/morph_bpe_8k_summary.json,results/logs/exp01_full/day1_local_morph8k/morph_bpe_8k_generation.md
