step,train_loss,val_loss,lr,tokens_seen,elapsed_sec
64,14.460873,,0.00029800,131072,1.37
65,14.340647,,0.00029768,133120,1.38
66,14.137041,,0.00029734,135168,1.40
67,14.233358,,0.00029698,137216,1.41
68,14.272421,,0.00029659,139264,1.43
69,14.181068,,0.00029618,141312,1.44
70,14.235012,,0.00029574,143360,1.46
71,14.302618,,0.00029529,145408,1.48
72,14.312395,,0.00029481,147456,1.49
73,14.201229,,0.00029430,149504,1.51
74,14.065365,,0.00029378,151552,1.52
75,14.025568,,0.00029323,153600,1.54
76,14.229919,,0.00029266,155648,1.55
77,14.249804,,0.00029206,157696,1.57
78,13.956930,,0.00029145,159744,1.58
79,14.028734,,0.00029081,161792,1.60
80,14.050505,,0.00029015,163840,1.61
81,14.114685,,0.00028947,165888,1.63
82,14.148733,,0.00028876,167936,1.64
83,14.018383,,0.00028803,169984,1.66
84,14.094135,,0.00028729,172032,1.67
85,14.286083,,0.00028652,174080,1.69
86,13.990055,,0.00028572,176128,1.70
87,14.108698,,0.00028491,178176,1.72
88,14.127323,,0.00028408,180224,1.73
89,14.130119,,0.00028322,182272,1.75
90,13.987137,,0.00028234,184320,1.76
91,14.109781,,0.00028145,186368,1.78
92,13.943554,,0.00028053,188416,1.79
93,13.843420,,0.00027959,190464,1.81
94,14.135054,,0.00027863,192512,1.83
95,13.968845,,0.00027765,194560,1.84
96,13.996771,,0.00027665,196608,1.86
97,14.127323,,0.00027563,198656,1.87
98,13.852936,,0.00027459,200704,1.89
99,13.945955,,0.00027353,202752,1.90
100,14.125578,7.035729,0.00027245,204800,2.02
101,14.095102,,0.00027135,206848,2.03
102,13.846403,,0.00027024,208896,2.05
103,13.919588,,0.00026910,210944,2.06
104,14.180569,,0.00026794,212992,2.08
105,14.177366,,0.00026677,215040,2.09
106,13.890306,,0.00026558,217088,2.11
107,14.032394,,0.00026437,219136,2.13
108,14.143183,,0.00026314,221184,2.14
109,14.099031,,0.00026189,223232,2.16
110,13.984426,,0.00026063,225280,2.17
111,14.018650,,0.00025935,227328,2.19
112,13.958179,,0.00025805,229376,2.20
113,14.185411,,0.00025673,231424,2.22
114,14.012691,,0.00025540,233472,2.23
115,13.907004,,0.00025405,235520,2.25
116,13.632278,,0.00025268,237568,2.26
117,13.654823,,0.00025130,239616,2.28
118,13.971985,,0.00024990,241664,2.29
119,13.990067,,0.00024849,243712,2.31
120,14.015354,,0.00024706,245760,2.32
121,13.828031,,0.00024561,247808,2.34
122,14.037964,,0.00024415,249856,2.35
123,13.943227,,0.00024268,251904,2.37
124,13.950980,,0.00024119,253952,2.38
125,13.912704,,0.00023969,256000,2.40
126,13.861988,,0.00023817,258048,2.41
127,13.889393,,0.00023664,260096,2.43
128,13.882772,,0.00023509,262144,2.45
129,13.876385,,0.00023353,264192,2.46
130,13.880979,,0.00023196,266240,2.48
131,13.889050,,0.00023037,268288,2.49
132,13.850517,,0.00022878,270336,2.51
133,13.789500,,0.00022717,272384,2.52
134,13.962364,,0.00022554,274432,2.54
135,13.676183,,0.00022391,276480,2.55
136,14.206758,,0.00022226,278528,2.57
137,13.767200,,0.00022061,280576,2.58
138,13.640885,,0.00021894,282624,2.60
139,13.966046,,0.00021726,284672,2.61
140,13.996982,,0.00021557,286720,2.63
141,13.726569,,0.00021387,288768,2.64
142,13.911270,,0.00021216,290816,2.66
143,13.852826,,0.00021044,292864,2.67
144,13.647758,,0.00020871,294912,2.69
145,13.697094,,0.00020697,296960,2.70
146,14.096279,,0.00020522,299008,2.72
147,13.765825,,0.00020346,301056,2.73
148,13.672117,,0.00020170,303104,2.75
149,13.805387,,0.00019992,305152,2.76
150,13.756316,6.882872,0.00019814,307200,2.87
151,13.855815,,0.00019635,309248,2.89
152,13.864532,,0.00019456,311296,2.91
153,13.532396,,0.00019275,313344,2.92
154,13.582613,,0.00019094,315392,2.94
155,13.849154,,0.00018913,317440,2.95
156,13.742769,,0.00018730,319488,2.97
157,13.742534,,0.00018547,321536,2.98
158,13.600777,,0.00018364,323584,3.00
159,13.562823,,0.00018180,325632,3.01
160,13.707161,,0.00017996,327680,3.03
161,13.701970,,0.00017811,329728,3.04
162,13.740130,,0.00017625,331776,3.06
163,13.757221,,0.00017440,333824,3.07
164,13.656580,,0.00017253,335872,3.09
165,13.630071,,0.00017067,337920,3.11
166,13.844411,,0.00016880,339968,3.12
167,13.753665,,0.00016693,342016,3.14
168,13.614958,,0.00016505,344064,3.15
169,13.422785,,0.00016318,346112,3.17
170,13.655683,,0.00016130,348160,3.18
171,13.752714,,0.00015942,350208,3.20
172,13.818356,,0.00015754,352256,3.21
173,13.590728,,0.00015565,354304,3.23
174,13.519624,,0.00015377,356352,3.24
175,13.584087,,0.00015188,358400,3.26
176,13.671346,,0.00015000,360448,3.27
177,13.409043,,0.00014812,362496,3.29
178,13.745505,,0.00014623,364544,3.30
179,13.699183,,0.00014435,366592,3.32
180,13.596354,,0.00014246,368640,3.33
181,13.496505,,0.00014058,370688,3.35
182,13.427534,,0.00013870,372736,3.36
183,13.461451,,0.00013682,374784,3.38
184,13.760113,,0.00013495,376832,3.40
185,13.552032,,0.00013307,378880,3.41
186,13.804957,,0.00013120,380928,3.43
187,13.422091,,0.00012933,382976,3.44
188,13.436824,,0.00012747,385024,3.46
189,13.623786,,0.00012560,387072,3.47
190,13.367858,,0.00012375,389120,3.49
191,13.588330,,0.00012189,391168,3.50
192,13.697875,,0.00012004,393216,3.52
193,13.683515,,0.00011820,395264,3.53
194,13.354833,,0.00011636,397312,3.55
195,13.563631,,0.00011453,399360,3.56
196,13.657467,,0.00011270,401408,3.58
197,13.705702,,0.00011087,403456,3.59
198,13.534915,,0.00010906,405504,3.61
199,13.542982,,0.00010725,407552,3.63
200,13.702428,6.761232,0.00010544,409600,3.74
201,13.350290,,0.00010365,411648,3.76
202,13.472613,,0.00010186,413696,3.77
203,13.194652,,0.00010008,415744,3.79
204,13.448070,,0.00009830,417792,3.80
205,13.258882,,0.00009654,419840,3.82
206,13.326196,,0.00009478,421888,3.83
207,13.519217,,0.00009303,423936,3.85
208,13.679129,,0.00009129,425984,3.86
209,13.604046,,0.00008956,428032,3.88
210,13.666920,,0.00008784,430080,3.90
211,13.432303,,0.00008613,432128,3.91
212,13.466556,,0.00008443,434176,3.93
213,13.726923,,0.00008274,436224,3.94
214,13.608790,,0.00008106,438272,3.96
215,13.451209,,0.00007939,440320,3.97
216,13.600996,,0.00007774,442368,3.99
217,13.544583,,0.00007609,444416,4.00
218,13.259526,,0.00007446,446464,4.02
219,13.648383,,0.00007283,448512,4.03
220,13.556468,,0.00007122,450560,4.05
221,13.608580,,0.00006963,452608,4.07
222,13.402757,,0.00006804,454656,4.08
223,13.696979,,0.00006647,456704,4.10
224,13.418117,,0.00006491,458752,4.11
225,13.390966,,0.00006336,460800,4.13
226,13.463680,,0.00006183,462848,4.14
227,13.388609,,0.00006031,464896,4.16
228,13.483472,,0.00005881,466944,4.17
229,13.789944,,0.00005732,468992,4.19
230,13.566866,,0.00005585,471040,4.20
231,13.158730,,0.00005439,473088,4.22
232,13.466492,,0.00005294,475136,4.24
233,13.256053,,0.00005151,477184,4.25
234,13.535732,,0.00005010,479232,4.27
235,13.535701,,0.00004870,481280,4.28
236,13.266100,,0.00004732,483328,4.30
237,13.494540,,0.00004595,485376,4.31
238,13.378453,,0.00004460,487424,4.33
239,13.405003,,0.00004327,489472,4.34
240,13.420673,,0.00004195,491520,4.36
241,13.373078,,0.00004065,493568,4.37
242,13.443151,,0.00003937,495616,4.39
243,13.479699,,0.00003811,497664,4.41
244,13.250537,,0.00003686,499712,4.42
245,13.372423,,0.00003563,501760,4.44
246,13.344567,,0.00003442,503808,4.45
247,13.194433,,0.00003323,505856,4.47
248,13.431710,,0.00003206,507904,4.48
249,13.542472,,0.00003090,509952,4.50
250,13.417641,6.712597,0.00002976,512000,4.60
251,13.496405,,0.00002865,514048,4.62
252,13.555605,,0.00002755,516096,4.63
253,13.382117,,0.00002647,518144,4.65
254,13.392989,,0.00002541,520192,4.67
255,13.538698,,0.00002437,522240,4.68
256,13.653579,,0.00002335,524288,4.70
257,13.290284,,0.00002235,526336,4.71
258,13.296600,,0.00002137,528384,4.73
259,13.340809,,0.00002041,530432,4.74
260,13.155928,,0.00001947,532480,4.76
261,13.264268,,0.00001855,534528,4.78
262,13.283844,,0.00001766,536576,4.79
263,13.512687,,0.00001678,538624,4.81
264,13.402784,,0.00001592,540672,4.82
265,13.478790,,0.00001509,542720,4.84
266,13.489733,,0.00001428,544768,4.85
267,13.126305,,0.00001348,546816,4.87
268,13.293933,,0.00001271,548864,4.88
269,13.472941,,0.00001197,550912,4.90
270,13.505180,,0.00001124,552960,4.91
271,13.352002,,0.00001053,555008,4.93
272,13.336517,,0.00000985,557056,4.94
273,13.464244,,0.00000919,559104,4.96
274,13.304244,,0.00000855,561152,4.98
275,13.353993,,0.00000794,563200,4.99
276,13.418200,,0.00000734,565248,5.01
277,13.252426,,0.00000677,567296,5.02
278,13.532434,,0.00000622,569344,5.04
279,13.381454,,0.00000570,571392,5.05
280,13.201498,,0.00000519,573440,5.07
281,13.194452,,0.00000471,575488,5.08
282,13.542513,,0.00000426,577536,5.10
283,13.364274,,0.00000382,579584,5.11
284,13.295860,,0.00000341,581632,5.13
285,13.401787,,0.00000302,583680,5.15
286,13.310989,,0.00000266,585728,5.16
287,13.107411,,0.00000232,587776,5.18
288,13.338466,,0.00000200,589824,5.19
289,13.333281,,0.00000170,591872,5.21
290,13.476168,,0.00000143,593920,5.22
291,13.253127,,0.00000118,595968,5.24
292,13.432978,,0.00000096,598016,5.25
293,13.357467,,0.00000076,600064,5.27
294,13.238945,,0.00000058,602112,5.28
295,13.142255,,0.00000043,604160,5.30
296,13.238473,,0.00000030,606208,5.32
297,13.370094,,0.00000019,608256,5.33
298,13.346265,,0.00000011,610304,5.35
299,13.215608,,0.00000005,612352,5.36
300,13.268309,6.700375,0.00000001,614400,5.46
