step,train_loss,val_loss,bpc,lr,tokens_seen,tokens_per_sec,peak_vram_gb,elapsed_sec
390,23.952989,,,0.00011700,12779520,51629.78,2.6403,247.52
391,23.906880,,,0.00011730,12812288,51630.36,2.6403,248.15
392,23.984341,,,0.00011760,12845056,51634.94,2.6403,248.77
393,23.394213,,,0.00011790,12877824,51640.30,2.6403,249.38
394,24.008965,,,0.00011820,12910592,51645.68,2.6403,249.98
395,22.299496,,,0.00011850,12943360,51650.75,2.6403,250.59
396,24.175597,,,0.00011880,12976128,51656.19,2.6403,251.20
397,24.060884,,,0.00011910,13008896,51660.58,2.6403,251.81
398,23.548975,,,0.00011940,13041664,51665.90,2.6403,252.42
399,24.022140,,,0.00011970,13074432,51670.78,2.6403,253.03
400,22.723692,,,0.00012000,13107200,51676.39,2.6403,253.64
401,23.434908,,,0.00012030,13139968,51681.59,2.6403,254.25
402,23.952567,,,0.00012060,13172736,51686.75,2.6403,254.86
403,24.267120,,,0.00012090,13205504,51692.27,2.6403,255.46
404,23.906377,,,0.00012120,13238272,51697.40,2.6403,256.07
405,23.709197,,,0.00012150,13271040,51702.88,2.6403,256.68
406,23.382318,,,0.00012180,13303808,51707.77,2.6403,257.29
407,23.704703,,,0.00012210,13336576,51713.20,2.6403,257.89
408,23.866099,,,0.00012240,13369344,51718.30,2.6403,258.50
409,22.613149,,,0.00012270,13402112,51722.67,2.6403,259.11
410,23.337982,,,0.00012300,13434880,51728.05,2.6403,259.72
411,24.249804,,,0.00012330,13467648,51733.37,2.6403,260.33
412,22.377989,,,0.00012360,13500416,51738.58,2.6403,260.94
413,22.795900,,,0.00012390,13533184,51743.82,2.6403,261.54
414,22.895470,,,0.00012420,13565952,51749.01,2.6403,262.15
415,23.558436,,,0.00012450,13598720,51754.41,2.6403,262.75
416,22.242332,,,0.00012480,13631488,51759.60,2.6403,263.36
417,23.218068,,,0.00012510,13664256,51764.99,2.6403,263.97
418,22.353030,,,0.00012540,13697024,51769.98,2.6403,264.57
